Gene_ID,Name
SMEL4.1_10g012300.1.01,Similar to NET4B Protein NETWORKED 4B (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012290.1.01,Similar to MES17 Methylesterase 17 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012280.1.01,Protein of unknown function
SMEL4.1_10g012270.1.01,Similar to ATPK2 Serine/threonine-protein kinase AtPK2/AtPK19 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012260.1.01,Similar to Thioredoxin H-type (Populus jackii OX=640484)
SMEL4.1_10g012250.1.01,Similar to At5g58300 Probable inactive receptor kinase At5g58300 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012240.1.01,Protein of unknown function
SMEL4.1_10g012230.1.01,Protein of unknown function
SMEL4.1_10g012220.1.01,Similar to SEC10a Exocyst complex component SEC10a (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012210.1.01,Similar to SEC10a Exocyst complex component SEC10a (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012200.1.01,Protein of unknown function
SMEL4.1_10g012190.1.01,Similar to At2g40290 Eukaryotic translation initiation factor 2 subunit alpha homolog (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012180.1.01,Similar to Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A (Prunus dulcis OX=3755)
SMEL4.1_10g012170.1.01,Protein of unknown function
SMEL4.1_10g012160.1.01,Protein of unknown function
SMEL4.1_10g012150.1.01,Similar to R1A Late blight resistance protein R1-A (Solanum demissum OX=50514)
SMEL4.1_10g012140.1.01,Similar to POT6 Potassium transporter 6 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012130.1.01,Similar to VPY Protein VAPYRIN (Medicago truncatula OX=3880)
SMEL4.1_10g012120.1.01,Similar to PCMP-H35 Putative pentatricopeptide repeat-containing protein At5g09950 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012110.1.01,Similar to PCMP-H35 Putative pentatricopeptide repeat-containing protein At5g09950 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012100.1.01,Similar to LBD21 LOB domain-containing protein 21 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012090.1.01,"Similar to At3g56030 Pentatricopeptide repeat-containing protein At3g56030, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g012080.1.01,Protein of unknown function
SMEL4.1_10g012070.1.01,Protein of unknown function
SMEL4.1_10g012060.1.01,Similar to ABI4 Ethylene-responsive transcription factor ABI4 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012050.1.01,Similar to BHLH51 Transcription factor bHLH51 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012040.1.01,Protein of unknown function
SMEL4.1_10g012020.1.01,Similar to CHC1 Clathrin heavy chain 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g012030.1.01,Protein of unknown function
SMEL4.1_10g012010.1.01,Protein of unknown function
SMEL4.1_10g012000.1.01,Protein of unknown function
SMEL4.1_10g011990.1.01,Similar to ESK1 Protein ESKIMO 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011980.1.01,Protein of unknown function
SMEL4.1_10g011970.1.01,Protein of unknown function
SMEL4.1_10g011960.1.01,Similar to At5g05600 Probable 2-oxoglutarate-dependent dioxygenase At5g05600 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011950.1.01,Protein of unknown function
SMEL4.1_10g011940.1.01,Similar to PLC6 Phosphoinositide phospholipase C 6 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011930.1.01,Similar to Protein yippee-like (Solanum tuberosum OX=4113)
SMEL4.1_10g011910.1.01,Protein of unknown function
SMEL4.1_10g011920.1.01,Protein of unknown function
SMEL4.1_10g011900.1.01,Similar to At3g47570 Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011890.1.01,Similar to PIP1-2 Probable aquaporin PIP1-2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g011880.1.01,Similar to OFUT19 O-fucosyltransferase 19 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011870.1.01,Similar to RPL35AC 60S ribosomal protein L35a-3 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011860.1.01,Similar to DIVARICATA Transcription factor DIVARICATA (Antirrhinum majus OX=4151)
SMEL4.1_10g011850.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g011840.1.01,Similar to PROT1 Proline transporter 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011830.1.01,Protein of unknown function
SMEL4.1_10g011820.1.01,Similar to WOX5 WUSCHEL-related homeobox 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011810.1.01,Similar to RPA1B Replication protein A 70 kDa DNA-binding subunit B (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011800.1.01,Similar to PLAT2 PLAT domain-containing protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011790.1.01,Similar to PLAT2 PLAT domain-containing protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011780.1.01,Similar to PLAT2 PLAT domain-containing protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011770.1.01,Protein of unknown function
SMEL4.1_10g011760.1.01,Protein of unknown function
SMEL4.1_10g011750.1.01,Similar to CAD9 Probable cinnamyl alcohol dehydrogenase 9 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011740.1.01,Similar to SERK4 LRR receptor kinase SERK2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g011730.1.01,Similar to RABH1E Ras-related protein RABH1e (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011720.1.01,Similar to RABH1E Ras-related protein RABH1e (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011710.1.01,Protein of unknown function
SMEL4.1_10g011700.1.01,Protein of unknown function
SMEL4.1_10g011690.1.01,Protein of unknown function
SMEL4.1_10g011680.1.01,Protein of unknown function
SMEL4.1_10g011670.1.01,Similar to ALKBH2 DNA oxidative demethylase ALKBH2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011660.1.01,Protein of unknown function
SMEL4.1_10g011650.1.01,Similar to PNG1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011640.1.01,Protein of unknown function
SMEL4.1_10g011630.1.01,Similar to UGT709C2 7-deoxyloganetic acid glucosyltransferase (Catharanthus roseus OX=4058)
SMEL4.1_10g011620.1.01,Protein of unknown function
SMEL4.1_10g011610.1.01,Similar to UGT709C2 7-deoxyloganetic acid glucosyltransferase (Catharanthus roseus OX=4058)
SMEL4.1_10g011600.1.01,Similar to UGT76C4 UDP-glycosyltransferase 76C4 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011590.1.01,Similar to At3g47200 UPF0481 protein At3g47200 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011580.1.01,Similar to GC1 Guanylyl cyclase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011570.1.01,Similar to RAB2BV Ras-related protein Rab2BV (Beta vulgaris OX=161934)
SMEL4.1_10g011560.1.01,Similar to DAR2 Protein DA1-related 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011550.1.01,Similar to NEDD1 Protein NEDD1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011540.1.01,"Similar to At2g39795 Uncharacterized protein At2g39795, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g011530.1.01,Similar to CYT1 Mannose-1-phosphate guanylyltransferase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011520.1.01,Protein of unknown function
SMEL4.1_10g011510.1.01,Similar to AIP1 Protein phosphatase 2C 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011500.1.01,Similar to At5g06060 Tropinone reductase homolog At5g06060 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011490.1.01,Protein of unknown function
SMEL4.1_10g011480.1.01,Similar to FHY3 Protein FAR-RED ELONGATED HYPOCOTYL 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011470.1.01,Protein of unknown function
SMEL4.1_10g011460.1.01,Protein of unknown function
SMEL4.1_10g011450.1.01,Similar to EIL4 Putative ETHYLENE INSENSITIVE 3-like 4 protein (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011440.1.01,Similar to PCMP-E57 Pentatricopeptide repeat-containing protein At1g33350 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011430.1.01,Similar to At3g17270 Putative F-box protein At3g17270 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011420.1.01,Similar to LIS U4/U6 small nuclear ribonucleoprotein PRP4-like protein (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011410.1.01,Protein of unknown function
SMEL4.1_10g011400.1.01,Protein of unknown function
SMEL4.1_10g011390.1.01,Similar to RPL23A 60S ribosomal protein L23a (Daucus carota OX=4039)
SMEL4.1_10g011380.1.01,Protein of unknown function
SMEL4.1_10g011370.1.01,Similar to UBP26 Ubiquitin carboxyl-terminal hydrolase 26 (Oryza sativa subsp. indica OX=39946)
SMEL4.1_10g011360.1.01,Protein of unknown function
SMEL4.1_10g011350.1.01,Protein of unknown function
SMEL4.1_10g011340.1.01,"Similar to rps7-A 30S ribosomal protein S7, chloroplastic (Nicotiana sylvestris OX=4096)"
SMEL4.1_10g011330.1.01,Similar to ACT7 Actin-7 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011320.1.01,Protein of unknown function
SMEL4.1_10g011310.1.01,Similar to At5g39865 Uncharacterized protein At5g39865 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011300.1.01,Protein of unknown function
SMEL4.1_10g011290.1.01,Similar to LECRK2 G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g011280.1.01,Similar to RPPL1 Putative disease resistance RPP13-like protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011270.1.01,Similar to RPPL1 Putative disease resistance RPP13-like protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011260.1.01,Similar to At5g01610 Uncharacterized protein At5g01610 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011250.1.01,Protein of unknown function
SMEL4.1_10g011240.1.01,Similar to ycf2-A Protein Ycf2 (Solanum bulbocastanum OX=147425)
SMEL4.1_10g011230.1.01,Similar to Putative AC transposase (Zea mays OX=4577)
SMEL4.1_10g011220.1.01,Similar to TUBB1 Tubulin beta-1 chain (Zea mays OX=4577)
SMEL4.1_10g011210.1.01,Protein of unknown function
SMEL4.1_10g011200.1.01,Protein of unknown function
SMEL4.1_10g011190.1.01,Similar to A36 Aspartic proteinase 36 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011180.1.01,Similar to TAT Taxadien-5-alpha-ol O-acetyltransferase (Taxus cuspidata OX=99806)
SMEL4.1_10g011170.1.01,Similar to ycf2-A Protein Ycf2 (Solanum bulbocastanum OX=147425)
SMEL4.1_10g011160.1.01,"Similar to rpl2-A 50S ribosomal protein L2, chloroplastic (Solanum bulbocastanum OX=147425)"
SMEL4.1_10g011150.1.01,Similar to HD3A Protein HEADING DATE 3A (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g011140.1.01,Protein of unknown function
SMEL4.1_10g011130.1.01,Protein of unknown function
SMEL4.1_10g011120.1.01,Protein of unknown function
SMEL4.1_10g011110.1.01,Similar to OBE1 Protein OBERON 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011100.1.01,Similar to AVT1A Amino acid transporter AVT1A (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011090.1.01,Similar to psaA Photosystem I P700 chlorophyll a apoprotein A1 (Solanum lycopersicum OX=4081)
SMEL4.1_10g011080.1.01,Similar to RPS18A 40S ribosomal protein S18 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011070.1.01,Protein of unknown function
SMEL4.1_10g011060.1.01,Protein of unknown function
SMEL4.1_10g011050.1.01,Similar to CLV2 Receptor-like protein CLAVATA2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011040.1.01,Protein of unknown function
SMEL4.1_10g011030.1.01,Similar to SD25 G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g011020.1.01,Protein of unknown function
SMEL4.1_10g011010.1.01,"Similar to PCMP-E58 Pentatricopeptide repeat-containing protein At1g43980, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g011000.1.01,Protein of unknown function
SMEL4.1_10g010990.1.01,Similar to TTM1 Inorganic pyrophosphatase TTM1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010980.1.01,"Similar to DJA6 Chaperone protein dnaJ A6, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010970.1.01,Protein of unknown function
SMEL4.1_10g010960.1.01,Similar to KCS5 3-ketoacyl-CoA synthase 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010950.1.01,Protein of unknown function
SMEL4.1_10g010940.1.01,Similar to PME51 Probable pectinesterase/pectinesterase inhibitor 51 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010930.1.01,"Similar to At5g66470 GTPase ERA-like, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010920.1.01,Protein of unknown function
SMEL4.1_10g010910.1.01,Similar to ATXR4 Histone-lysine N-methyltransferase ATXR4 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010900.1.01,Protein of unknown function
SMEL4.1_10g010890.1.01,Protein of unknown function
SMEL4.1_10g010880.1.01,Protein of unknown function
SMEL4.1_10g010870.1.01,Similar to APEM9 Protein APEM9 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010860.1.01,Protein of unknown function
SMEL4.1_10g010850.1.01,Similar to At5g63440 UPF0235 protein At5g63440 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010840.1.01,"Similar to PCMP-E96 Putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010830.1.01,Protein of unknown function
SMEL4.1_10g010820.1.01,Protein of unknown function
SMEL4.1_10g010810.1.01,Similar to LECRK1 G-type lectin S-receptor-like serine/threonine-protein kinase LECRK1 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g010800.1.01,Similar to PCMP-H52 Putative pentatricopeptide repeat-containing protein At5g52630 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010790.1.01,Similar to RFS2 Probable galactinol--sucrose galactosyltransferase 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010780.1.01,Protein of unknown function
SMEL4.1_10g010770.1.01,Similar to At1g09900 Pentatricopeptide repeat-containing protein At1g09900 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010760.1.01,Similar to At5g46100 Pentatricopeptide repeat-containing protein At5g46100 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010750.1.01,Protein of unknown function
SMEL4.1_10g010740.1.01,Protein of unknown function
SMEL4.1_10g010730.1.01,Similar to Os03g0107900 Probable glucuronosyltransferase Os03g0107900 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g010720.1.01,Similar to At3g47570 Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010710.1.01,Similar to psbC Photosystem II CP43 reaction center protein (Solanum tuberosum OX=4113)
SMEL4.1_10g010700.1.01,"Similar to rps14 30S ribosomal protein S14, chloroplastic (Solanum lycopersicum OX=4081)"
SMEL4.1_10g010690.1.01,Similar to psaB Photosystem I P700 chlorophyll a apoprotein A2 (Nicotiana tabacum OX=4097)
SMEL4.1_10g010680.1.01,Protein of unknown function
SMEL4.1_10g010670.1.01,Similar to ZAR1 Receptor protein kinase-like protein ZAR1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010660.1.01,"Similar to SVR3 Putative elongation factor TypA-like SVR3, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010650.1.01,Similar to AS2 Protein ASYMMETRIC LEAVES 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010640.1.01,"Similar to At4g02580 NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010630.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Atropa belladonna OX=33113)
SMEL4.1_10g010620.1.01,Similar to RZ1C Glycine-rich RNA-binding protein RZ1C (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010610.1.01,Protein of unknown function
SMEL4.1_10g010600.1.01,Protein of unknown function
SMEL4.1_10g010590.1.01,Protein of unknown function
SMEL4.1_10g010580.1.01,Similar to ZFP8 Zinc finger protein 8 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010570.1.01,Similar to RABGAP22 Rab GTPase-activating protein 22 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010560.1.01,Protein of unknown function
SMEL4.1_10g010550.1.01,Protein of unknown function
SMEL4.1_10g010540.1.01,Protein of unknown function
SMEL4.1_10g010530.1.01,Protein of unknown function
SMEL4.1_10g010520.1.01,Protein of unknown function
SMEL4.1_10g010510.1.01,Protein of unknown function
SMEL4.1_10g010500.1.01,Similar to At5g24010 Probable receptor-like protein kinase At5g24010 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010490.1.01,Similar to SSL13 Protein STRICTOSIDINE SYNTHASE-LIKE 13 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010480.1.01,Similar to POB1 BTB/POZ domain-containing protein POB1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010470.1.01,"Similar to PCMP-H51 Pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010460.1.01,"Similar to At1g64760 Glucan endo-1,3-beta-glucosidase 8 (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010450.1.01,Protein of unknown function
SMEL4.1_10g010440.1.01,Protein of unknown function
SMEL4.1_10g010430.1.01,Similar to At1g65750 Putative ribonuclease H protein At1g65750 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010420.1.01,Protein of unknown function
SMEL4.1_10g010410.1.01,Protein of unknown function
SMEL4.1_10g010400.1.01,Similar to psbC Photosystem II CP43 reaction center protein (Populus alba OX=43335)
SMEL4.1_10g010390.1.01,Protein of unknown function
SMEL4.1_10g010380.1.01,Protein of unknown function
SMEL4.1_10g010370.1.01,Protein of unknown function
SMEL4.1_10g010360.1.01,"Similar to KIN7K Kinesin-like protein KIN-7K, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010350.1.01,"Similar to KIN7D Kinesin-like protein KIN-7D, chloroplastic (Oryza sativa subsp. japonica OX=39947)"
SMEL4.1_10g010340.1.01,Protein of unknown function
SMEL4.1_10g010330.1.01,"Similar to KIN7D Kinesin-like protein KIN-7D, chloroplastic (Oryza sativa subsp. japonica OX=39947)"
SMEL4.1_10g010320.1.01,Protein of unknown function
SMEL4.1_10g010310.1.01,Protein of unknown function
SMEL4.1_10g010300.1.01,Similar to CCR4-1 Carbon catabolite repressor protein 4 homolog 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010290.1.01,Protein of unknown function
SMEL4.1_10g010280.1.01,Similar to PDPK2 3-phosphoinositide-dependent protein kinase 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010270.1.01,Protein of unknown function
SMEL4.1_10g010260.1.01,Similar to EML3 Protein EMSY-LIKE 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010250.1.01,Similar to SKP1A SKP1-like protein 1A (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010240.1.01,Protein of unknown function
SMEL4.1_10g010230.1.01,Similar to PNG1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010220.1.01,Similar to PNG1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010210.1.01,Similar to GMPM1 18 kDa seed maturation protein (Glycine max OX=3847)
SMEL4.1_10g010200.1.01,Similar to FAD2 Delta(12)-fatty-acid desaturase (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010190.1.01,Protein of unknown function
SMEL4.1_10g010180.1.01,Protein of unknown function
SMEL4.1_10g010170.1.01,Protein of unknown function
SMEL4.1_10g010160.1.01,Similar to CYP76B10 Geraniol 8-hydroxylase (Swertia mussotii OX=137888)
SMEL4.1_10g010150.1.01,Protein of unknown function
SMEL4.1_10g010140.1.01,Similar to MTP4 Metal tolerance protein 4 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_10g010130.1.01,Protein of unknown function
SMEL4.1_10g010120.1.01,Similar to ATXR4 Histone-lysine N-methyltransferase ATXR4 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010110.1.01,"Similar to FAR2 Fatty acyl-CoA reductase 2, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010100.1.01,Similar to LPPD Lipid phosphate phosphatase delta (Arabidopsis thaliana OX=3702)
SMEL4.1_10g010090.1.01,Protein of unknown function
SMEL4.1_10g010080.1.01,Protein of unknown function
SMEL4.1_10g010070.1.01,Protein of unknown function
SMEL4.1_10g010060.1.01,Protein of unknown function
SMEL4.1_10g010050.1.01,Protein of unknown function
SMEL4.1_10g010040.1.01,Similar to Probable histone H2B.1 (Medicago truncatula OX=3880)
SMEL4.1_10g010030.1.01,Protein of unknown function
SMEL4.1_10g010020.1.01,"Similar to HST Homogentisate solanesyltransferase, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_10g010010.1.01,Protein of unknown function
SMEL4.1_10g010000.1.01,Similar to RRP5 rRNA biogenesis protein RRP5 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g009990.1.01,Protein of unknown function
SMEL4.1_10g009980.1.01,Similar to RRP5 rRNA biogenesis protein RRP5 (Arabidopsis thaliana OX=3702)
SMEL4.1_10g009970.1.01,Protein of unknown function
SMEL4.1_10g009960.1.01,Protein of unknown function
SMEL4.1_10g009950.1.01,Similar to ANR Anthocyanidin reductase ((2S)-flavan-3-ol-forming) (Vitis vinifera OX=29760)
